0	0	0	+2.7975280e-04	-5.1977120e-04	+1.1607510e-03	-1.1991430e-04	-5.2087370e-04	-3.1942920e-04	+8.4061950e-04	-4.7951650e-04	-1.9995790e-04	-3.9961950e-04	-1.0392000e-03	-1.9988520e-04	
1	0	0	-9.1918770e-04	-9.1959510e-04	-8.4054390e-04	+6.7951410e-04	+2.8047040e-04	+7.9857290e-05	-7.6056050e-04	+3.1967770e-04	-1.9995790e-04	-3.9961950e-04	-1.0392000e-03	-1.9988520e-04	
2	0	0	-5.1954080e-04	+6.7970070e-04	-8.4054390e-04	-5.1962840e-04	-9.2154580e-04	-3.1942920e-04	+4.0029500e-05	-4.7951650e-04	-5.9987380e-04	-7.9923910e-04	-2.3981540e-04	-5.9965550e-04	
3	0	0	+6.7939960e-04	+6.7970070e-04	+7.6049210e-04	+2.7979990e-04	-1.2020160e-04	-7.1871560e-04	-3.6026550e-04	-8.7911370e-04	-5.9987380e-04	+3.9961950e-04	-6.3950760e-04	-9.9942580e-04	
4	0	0	+1.4786930e-03	+1.4793490e-03	-4.4028490e-04	-5.1962840e-04	-5.2087370e-04	+4.7914380e-04	+4.4032450e-04	+7.1927480e-04	-1.9995790e-04	+3.9961950e-04	+1.5987690e-04	-1.3991960e-03	
5	0	0	+6.7939960e-04	+1.8791730e-03	+3.6023310e-04	+2.7979990e-04	-1.2020160e-04	-3.1942920e-04	-7.6056050e-04	-7.9919420e-05	+5.9987380e-04	-1.5984780e-03	-6.3950760e-04	+1.9988520e-04	
5	0	1	+1.0790460e-03	+2.6788210e-03	-4.4028490e-04	-1.1991430e-04	-5.2087370e-04	+4.7914380e-04	+4.4032450e-04	+7.1927480e-04	-1.9995790e-04	-1.9980980e-03	-2.3981540e-04	-9.9942580e-04	
6	0	0	+6.7939960e-04	+2.6788210e-03	-4.0025900e-05	-5.1962840e-04	-5.2087370e-04	-1.1180020e-03	-3.6026550e-04	+1.1188720e-03	+1.9995790e-04	-1.5984780e-03	-2.3981540e-04	-5.9965550e-04	
6	0	1	+1.0790460e-03	+1.4793490e-03	-4.0025900e-05	-1.1991430e-04	+2.8047040e-04	-3.1942920e-04	-3.6026550e-04	+1.5184690e-03	+5.9987380e-04	-2.7973370e-03	-2.3981540e-04	-1.9988520e-04	
6	0	2	+1.0790460e-03	+2.2789970e-03	-4.0025900e-05	-5.1962840e-04	-9.2154580e-04	-7.1871560e-04	-7.6056050e-04	+7.1927480e-04	+1.9995790e-04	-1.5984780e-03	-2.3981540e-04	+1.9988520e-04	
6	0	3	-1.1989400e-04	+1.4793490e-03	-4.4028490e-04	-1.3190570e-03	-5.2087370e-04	-1.1180020e-03	+4.4032450e-04	+1.5184690e-03	-5.9987380e-04	-7.9923910e-04	-2.3981540e-04	-5.9965550e-04	
6	0	4	-1.1989400e-04	+1.4793490e-03	-8.4054390e-04	-5.1962840e-04	-9.2154580e-04	-7.1871560e-04	-1.5611510e-03	+1.1188720e-03	-5.9987380e-04	-2.3977170e-03	-6.3950760e-04	+5.9965550e-04	
7	0	0	+6.7939960e-04	+1.8791730e-03	-4.0025900e-05	-2.1184850e-03	-1.7228900e-03	-1.5172890e-03	-1.1608560e-03	+1.1188720e-03	+1.9995790e-04	-1.9980980e-03	+1.5987690e-04	-1.9988520e-04	
7	0	1	+6.7939960e-04	+2.6788210e-03	-4.4028490e-04	-1.3190570e-03	-5.2087370e-04	-1.9165750e-03	-1.1608560e-03	+1.5184690e-03	-1.9995790e-04	-1.9980980e-03	+5.5956920e-04	-9.9942580e-04	
7	0	2	+6.7939960e-04	+1.4793490e-03	-2.4415800e-03	-1.7187710e-03	-1.2020160e-04	-1.1180020e-03	-7.6056050e-04	-7.9919420e-05	+1.9995790e-04	-2.3977170e-03	+1.5987690e-04	-5.9965550e-04	
7	0	3	+1.0790460e-03	+2.2789970e-03	-3.6423570e-03	-2.1184850e-03	-1.2020160e-04	-1.1180020e-03	-1.5611510e-03	+7.1927480e-04	-2.5994530e-03	-1.5984780e-03	+1.3589540e-03	-9.9942580e-04	
8	0	0	+2.7975280e-04	+1.8791730e-03	-3.2420980e-03	-1.7187710e-03	+6.8114250e-04	-2.3158610e-03	+4.0029500e-05	+1.5184690e-03	-2.9993690e-03	-2.3977170e-03	+1.7586460e-03	+1.9988520e-04	
8	0	1	+6.7939960e-04	+4.2781160e-03	-3.6423570e-03	-1.7187710e-03	-1.2020160e-04	-1.5172890e-03	-1.1608560e-03	+3.1967770e-04	-2.9993690e-03	-2.3977170e-03	+2.1583380e-03	-9.9942580e-04	
8	0	2	+2.7975280e-04	+4.2781160e-03	-4.0426160e-03	-2.5181990e-03	-1.3222180e-03	-2.7151480e-03	-1.1608560e-03	+7.1927480e-04	-2.5994530e-03	-3.1969560e-03	+1.3589540e-03	-5.9965550e-04	
9	0	0	+6.7939960e-04	+4.2781160e-03	-3.2420980e-03	-3.3176280e-03	-9.2154580e-04	-2.7151480e-03	-1.5611510e-03	+1.5184690e-03	-2.9993690e-03	-2.3977170e-03	+1.7586460e-03	-1.3991960e-03	
10	0	0	+1.4786930e-03	+4.2781160e-03	-3.6423570e-03	-1.7187710e-03	-5.2087370e-04	-3.5137210e-03	-1.9614460e-03	+7.1927480e-04	-2.5994530e-03	-2.3977170e-03	+1.3589540e-03	-9.9942580e-04	
10	0	1	+2.7975280e-04	+4.2781160e-03	-3.2420980e-03	-2.5181990e-03	-5.2087370e-04	-2.7151480e-03	-1.5611510e-03	+1.1188720e-03	-2.9993690e-03	-3.1969560e-03	+1.7586460e-03	-1.9988520e-04	
10	0	2	+6.7939960e-04	+4.2781160e-03	-3.6423570e-03	-2.1184850e-03	-5.2087370e-04	-3.9130070e-03	-1.9614460e-03	+1.1188720e-03	-2.5994530e-03	-3.9961950e-03	+9.5926140e-04	-5.9965550e-04	
10	0	3	+1.8783400e-03	+3.8782930e-03	-3.2420980e-03	-2.5181990e-03	-1.2020160e-04	-3.9130070e-03	-1.9614460e-03	+1.5184690e-03	-4.9989480e-03	-3.9961950e-03	+1.3589540e-03	-1.7989660e-03	
10	0	4	+6.7939960e-04	+3.8782930e-03	-3.6423570e-03	-2.5181990e-03	-5.2087370e-04	-5.9094400e-03	-2.7620360e-03	+3.1967770e-04	-3.7992010e-03	-4.3958150e-03	+1.3589540e-03	-1.3991960e-03	
11	0	0	+1.8783400e-03	+4.6779400e-03	-3.2420980e-03	-2.1184850e-03	-9.2154580e-04	-6.3087260e-03	-1.9614460e-03	+1.1188720e-03	-4.1991170e-03	-4.7954340e-03	+9.5926140e-04	-1.3991960e-03	
11	0	1	+1.8783400e-03	+4.2781160e-03	-3.6423570e-03	-2.5181990e-03	-2.1235620e-03	-6.3087260e-03	-6.3646910e-03	-7.9919420e-05	-4.5990320e-03	-4.3958150e-03	+9.5926140e-04	-9.9942580e-04	
12	0	0	+2.6776340e-03	+4.2781160e-03	-4.8431340e-03	-2.9179140e-03	-2.1235620e-03	-4.3122940e-03	-5.9643960e-03	-4.7951650e-04	-3.7992010e-03	-3.9961950e-03	+2.1583380e-03	-5.9965550e-04	
12	0	1	+2.2779870e-03	+3.4784690e-03	-4.8431340e-03	-3.7173420e-03	-2.5242340e-03	-5.5101530e-03	-5.5641010e-03	-8.7911370e-04	-4.1991170e-03	-3.9961950e-03	+9.5926140e-04	-9.9942580e-04	
12	0	2	+2.2779870e-03	+4.2781160e-03	-5.6436520e-03	-5.3161990e-03	-2.9249060e-03	-5.1108670e-03	-5.1638060e-03	-1.2787110e-03	-4.1991170e-03	-3.9961950e-03	+1.7586460e-03	-1.9988520e-04	
12	0	3	+2.2779870e-03	+5.0777640e-03	-7.2446880e-03	-4.9164850e-03	-2.5242340e-03	-4.7115800e-03	-5.1638060e-03	-7.9919420e-05	-6.9985280e-03	-5.5946730e-03	+1.7586460e-03	-9.9942580e-04	
13	0	0	+3.0772800e-03	+3.8782930e-03	-6.8444290e-03	-4.9164850e-03	-3.7262500e-03	-5.1108670e-03	-4.3632160e-03	-4.7951650e-04	-7.3984430e-03	-6.3939130e-03	+1.7586460e-03	-1.3991960e-03	
14	0	0	+3.8765740e-03	+3.8782930e-03	-6.4441700e-03	-4.9164850e-03	-2.9249060e-03	-4.7115800e-03	-5.1638060e-03	-2.8770990e-03	-6.1986960e-03	-5.9942930e-03	+9.5926140e-04	-9.9942580e-04	
14	0	1	+2.6776340e-03	+4.2781160e-03	-6.8444290e-03	-4.1170560e-03	-3.3255780e-03	-5.1108670e-03	-4.3632160e-03	-3.2766960e-03	-5.7987800e-03	-5.9942930e-03	+9.5926140e-04	-1.3991960e-03	
14	0	2	+2.2779870e-03	+4.2781160e-03	-6.8444290e-03	-6.1156270e-03	-4.5275940e-03	-5.9094400e-03	-4.7635110e-03	-2.4775020e-03	-8.9981070e-03	-5.1950540e-03	+5.5956920e-04	-1.3991960e-03	
15	0	0	+2.2779870e-03	+3.8782930e-03	-7.2446880e-03	-6.1156270e-03	-3.7262500e-03	-5.9094400e-03	-5.5641010e-03	-2.8770990e-03	-7.7983590e-03	-6.3939130e-03	+9.5926140e-04	-9.9942580e-04	
15	0	1	+2.6776340e-03	+4.6779400e-03	-8.0452050e-03	-7.3147700e-03	-3.3255780e-03	-5.5101530e-03	-3.9629210e-03	-2.8770990e-03	-8.9981070e-03	-5.1950540e-03	-2.3981540e-04	-1.3991960e-03	
15	0	2	+3.0772800e-03	+4.6779400e-03	-8.0452050e-03	-7.7144840e-03	-5.7296110e-03	-5.9094400e-03	-5.5641010e-03	-2.0779050e-03	-8.5981910e-03	-5.9942930e-03	+1.3589540e-03	-1.3991960e-03	
16	0	0	+2.6776340e-03	+4.2781160e-03	-8.8457230e-03	-7.3147700e-03	-4.9282660e-03	-6.3087260e-03	-5.5641010e-03	-2.8770990e-03	-9.3980230e-03	-5.9942930e-03	+5.5956920e-04	-9.9942580e-04	
16	0	1	+2.6776340e-03	+4.2781160e-03	-7.6449460e-03	-8.1141980e-03	-4.9282660e-03	-5.9094400e-03	-5.9643960e-03	-3.2766960e-03	-8.9981070e-03	-5.9942930e-03	+1.5987690e-04	-1.3991960e-03	
16	0	2	+3.0772800e-03	+3.8782930e-03	-1.1247280e-02	-8.1141980e-03	-4.9282660e-03	-5.9094400e-03	-4.7635110e-03	-3.2766960e-03	-9.7979390e-03	-5.1950540e-03	-6.3950760e-04	-5.9965550e-04	
16	0	3	+2.6776340e-03	+3.8782930e-03	-1.1247280e-02	-7.7144840e-03	-5.7296110e-03	-6.3087260e-03	-5.5641010e-03	-2.4775020e-03	-9.7979390e-03	-5.9942930e-03	-1.0392000e-03	-1.3991960e-03	
17	0	0	+2.2779870e-03	+4.2781160e-03	-1.1247280e-02	-8.1141980e-03	-5.3289380e-03	-5.9094400e-03	-6.3646910e-03	-2.8770990e-03	-9.3980230e-03	-5.9942930e-03	-1.0392000e-03	-1.3991960e-03	
17	0	1	+1.8783400e-03	+4.6779400e-03	-1.1247280e-02	-7.3147700e-03	-5.3289380e-03	-5.9094400e-03	-5.1638060e-03	-2.8770990e-03	-9.3980230e-03	-5.9942930e-03	-2.3981540e-04	-5.9965550e-04	
17	0	2	+2.6776340e-03	+3.8782930e-03	-1.0847020e-02	-8.1141980e-03	-6.5309550e-03	-6.7080130e-03	-5.9643960e-03	-2.8770990e-03	-8.5981910e-03	-6.7935320e-03	-6.3950760e-04	-9.9942580e-04	
17	0	3	+1.4786930e-03	+3.8782930e-03	-1.0446760e-02	-8.9136260e-03	-6.1302830e-03	-7.5065850e-03	-5.1638060e-03	-3.2766960e-03	-1.0997690e-02	-6.7935320e-03	-6.3950760e-04	-1.7989660e-03	
18	0	0	+1.4786930e-03	+4.2781160e-03	-1.0847020e-02	-8.9136260e-03	-6.5309550e-03	-6.3087260e-03	-5.5641010e-03	-3.2766960e-03	-1.0997690e-02	-5.5946730e-03	-6.3950760e-04	-1.7989660e-03	
18	0	1	+2.6776340e-03	+4.6779400e-03	-1.0847020e-02	-8.1141980e-03	-6.9316270e-03	-6.7080130e-03	-5.5641010e-03	-2.8770990e-03	-1.0597770e-02	-5.9942930e-03	-1.0392000e-03	-2.1987370e-03	
18	0	2	+2.6776340e-03	+4.6779400e-03	-1.0046500e-02	-9.7130550e-03	-6.9316270e-03	-6.7080130e-03	-5.5641010e-03	-4.0758910e-03	-1.0997690e-02	-5.9942930e-03	-2.3981540e-04	-2.1987370e-03	
