3477440714.467853	0	0	1	1.2441168E+0	1.8982126E-1	2.2523185E+0	8.1678180E-3	-2.0051104E-2	-3.4163065E-2	1.2441168E+0	1.8982126E-1	2.2523185E+0	8.1678180E-3	-2.0051104E-2	-3.4163065E-2	3.4808262E+1	1.4859302E+1	6.1980974E+2	1.3532118E+3	1.8449956E+3	-1.0755594E+3	-1.1652205E+0	2.2070960E-1	1.0569724E+0	2.8309686E+0	1.9372362E+0	1.4701891E+0	-1.1652204E+0	2.2070968E-1	1.0569721E+0	2.8309688E+0	1.9372365E+0	1.4701894E+0	-2.3304408E+1	4.4141937E+0	1.0569721E+1	2.8309688E+2	1.9372365E+2	1.4701894E+2
3477440753.755853	0	0	2	1.2438680E+0	1.8978365E-1	2.2518678E+0	8.1661845E-3	-2.0047097E-2	-3.4156232E-2	1.2441168E+0	1.8982126E-1	2.2523185E+0	8.1678180E-3	-2.0051104E-2	-3.4163065E-2	3.4808262E+1	1.4859302E+1	6.1980974E+2	1.3532118E+3	1.8449956E+3	-1.0755594E+3	-1.1652205E+0	2.2070960E-1	1.0569724E+0	2.8309686E+0	1.9372362E+0	1.4701891E+0	-1.1652204E+0	2.2070968E-1	1.0569721E+0	2.8309688E+0	1.9372365E+0	1.4701894E+0	-2.3304408E+1	4.4141937E+0	1.0569721E+1	2.8309688E+2	1.9372365E+2	1.4701894E+2
3477440807.538853	0	0	3	1.2386437E+0	1.8898691E-1	2.2424098E+0	8.1318865E-3	-1.9962901E-2	-3.4012776E-2	1.2441168E+0	1.8982126E-1	2.2523185E+0	8.1678180E-3	-2.0051104E-2	-3.4163065E-2	3.4808262E+1	1.4859302E+1	6.1980974E+2	1.3532118E+3	1.8449956E+3	-1.0755594E+3	-1.1650111E+0	2.2065281E-1	1.0567457E+0	2.8303992E+0	1.9368305E+0	1.4698914E+0	-1.1652204E+0	2.2070968E-1	1.0569721E+0	2.8309688E+0	1.9372365E+0	1.4701894E+0	-2.3304408E+1	4.4141937E+0	1.0569721E+1	2.8309688E+2	1.9372365E+2	1.4701894E+2
3477440832.761853	0	0	4	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
3477440859.312852	0	0	5	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	9.9999920E-1	3.6043472E-7	4.7201835E-7	-1.0637603E-17	6.1617524E-18	2.2971871E-17	3.6127633E+1	8.6344567E-2	-9.2370132E+0	2.1339321E+0	-1.1424938E+2	-6.9760654E-2	-9.5005146E-1	-9.5005146E-1	8.9417686E-3	8.9278598E-3	8.9278598E-3	8.9278598E-3	-9.5005146E-1	-9.5005146E-1	8.9417686E-3	8.9278598E-3	8.9278598E-3	8.9278598E-3	-1.9001029E+1	-1.9001029E+1	8.9417686E-2	8.9278598E-1	8.9278598E-1	8.9278598E-1
3477440875.442852	0	0	6	1.0000000E+0	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	9.9999801E-1	1.0000024E+0	2.3783295E-7	4.2384828E-18	-2.0700352E-17	-1.1131832E-17	3.6078172E+1	8.9999161E+0	-4.0095968E+0	2.2672845E+2	-8.7468991E+1	-2.2724957E+1	-9.4310938E-1	-9.4310938E-1	9.7516929E-1	1.7854297E-2	1.7854297E-2	1.7854297E-2	-9.4310938E-1	-9.4310938E-1	9.7516929E-1	1.7854297E-2	1.7854297E-2	1.7854297E-2	-1.8862188E+1	-1.8862188E+1	9.7516929E+0	1.7854297E+0	1.7854297E+0	1.7854297E+0
3477440889.002852	0	0	7	1.0000000E+0	1.0000000E+0	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	9.9999915E-1	1.0000029E+0	1.0000022E+0	-1.6844478E-19	2.2973649E-17	-1.9463285E-17	2.9113048E+1	1.6925838E+1	3.0039222E+2	3.6163355E+2	3.1000109E+3	-7.5964374E+1	-6.2276599E-1	-6.2276599E-1	1.2382368E+0	1.0175412E+0	1.0175412E+0	1.0175412E+0	-6.2276599E-1	-6.2276599E-1	1.2382368E+0	1.0175412E+0	1.0175412E+0	1.0175412E+0	-1.2455320E+1	-1.2455320E+1	1.2382368E+1	1.0175412E+2	1.0175412E+2	1.0175412E+2
3477440921.705853	0	0	8	1.0000000E+0	1.0000000E+0	1.0000000E+0	1.0000000E-2	0.0000000E+0	0.0000000E+0	1.0000000E+0	1.0000007E+0	1.0000000E+0	9.9983636E-3	-1.0323453E-10	-2.4836791E-13	2.9075610E+1	1.9882381E+1	3.0201058E+2	1.6380576E+3	3.1085661E+3	-3.8255724E+1	-5.4195577E-1	-6.9865635E-1	1.4777729E+0	1.0205880E+0	1.2604768E+0	7.8070019E-1	-5.4196910E-1	-6.9864405E-1	1.4777338E+0	1.0205874E+0	1.2604369E+0	7.8073881E-1	-1.0839382E+1	-1.3972881E+1	1.4777338E+1	1.0205874E+2	1.2604369E+2	7.8073881E+1
3477440942.205853	0	0	9	1.0000000E+0	1.0000000E+0	1.0000000E+0	1.0000000E-2	-1.0000000E-2	0.0000000E+0	9.9999999E-1	1.0000008E+0	9.9999999E-1	1.0000000E-2	-1.0000000E-2	-1.9107070E-12	3.0361196E+1	1.9279170E+1	2.7044298E+2	1.6275175E+3	5.0537030E+2	1.1453572E+1	-5.7248151E-1	-7.3104651E-1	1.4806090E+0	1.3034241E+0	9.6373955E-1	4.8398629E-1	-5.7248151E-1	-7.3104651E-1	1.4806090E+0	1.3034241E+0	9.6373955E-1	4.8398629E-1	-1.1449630E+1	-1.4620930E+1	1.4806090E+1	1.3034241E+2	9.6373955E+1	4.8398629E+1
3477440955.017853	0	0	10	1.0000000E+0	1.0000000E+0	1.0000000E+0	1.0000000E-2	-1.0000000E-2	-1.0000000E-2	1.0000000E+0	1.0000009E+0	1.0000000E+0	1.0000000E-2	-9.9999995E-3	-1.0000000E-2	3.0742461E+1	1.9619598E+1	2.7167607E+2	1.6047617E+3	5.7422835E+2	-2.4002466E+2	-8.0121566E-1	-5.0835448E-1	1.4887914E+0	1.2957660E+0	9.8115373E-1	4.8718899E-1	-8.0121566E-1	-5.0835448E-1	1.4887914E+0	1.2957660E+0	9.8115373E-1	4.8718899E-1	-1.6024313E+1	-1.0167090E+1	1.4887914E+1	1.2957660E+2	9.8115373E+1	4.8718899E+1
