300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
303	1	0	0	0	0	0
306	-1	0	0	0	0	0
309	1	0	0	0	0	0
312	-1 	0	0	0	0	0
300	0	0	0	0	0	0
315	0	0.5	0	0	0	0
318	0	-0.5	0	0	0	0
321	0	0.5	0	0	0	0
324	0	-0.5	0	0	0	0
300	0	0	0	0	0	0
327	0	0	0.5	0	0	0
330	0	0	-0.5	0	0	0
333	0	0	0.5	0	0	0
336	0	0	-0.5	0	0	0
339	0	0	0	0	0	0
342	0	0	0	0.12	0	0
345	0	0	0	-0.12	0	0
348	0	0	0	0.12	0	0
351	0	0	0	-0.12	0	0
354	0	0	0	0	0	0
357	0	0	0	0	0.12	0
360	0	0	0	0	-0.12	0
363	0	0	0	0	0.12	0
366	0	0	0	0	-0.12	0
369	0	0	0	0	0	0
372	0	0	0	0	0	0.12
375	0	0	0	0	0	-0.12
378	0	0	0	0	0	0.12
381	0	0	0	0	0	-0.12
384	0	0	0	0	0	0
387	0.5	0.2	0	0	0	0
390	-0.5	-0.2	0	0	0	0
393	0.5	0.2	0	0	0	0
396	-0.5	-0.2	0	0	0	0
399	0	0	0	0	0	0
402	0.5	0	0.2	0	0	0
405	-0.5	0	-0.2	0	0	0
408	0.5	0	0.2	0	0	0
411	-0.5	0	-0.2	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
300	0	0	0	0	0	0
303	1	0	0	0	0	0
306	-1	0	0	0	0	0
309	1	0	0	0	0	0
312	-1 	0	0	0	0	0
300	0	0	0	0	0	0
315	0	0.5	0	0	0	0
318	0	-0.5	0	0	0	0
321	0	0.5	0	0	0	0
324	0	-0.5	0	0	0	0
300	0	0	0	0	0	0
327	0	0	0.5	0	0	0
330	0	0	-0.5	0	0	0
333	0	0	0.5	0	0	0
336	0	0	-0.5	0	0	0
339	0	0	0	0	0	0
342	0	0	0	0.12	0	0
345	0	0	0	-0.12	0	0
348	0	0	0	0.12	0	0
351	0	0	0	-0.12	0	0
354	0	0	0	0	0	0
357	0	0	0	0	0.12	0
360	0	0	0	0	-0.12	0
363	0	0	0	0	0.12	0
366	0	0	0	0	-0.12	0
369	0	0	0	0	0	0
372	0	0	0	0	0	0.12
375	0	0	0	0	0	-0.12
378	0	0	0	0	0	0.12
381	0	0	0	0	0	-0.12
384	0	0	0	0	0	0
387	0.5	0.2	0	0	0	0
390	-0.5	-0.2	0	0	0	0
393	0.5	0.2	0	0	0	0
396	-0.5	-0.2	0	0	0	0
399	0	0	0	0	0	0
402	0.5	0	0.2	0	0	0
405	-0.5	0	-0.2	0	0	0
408	0.5	0	0.2	0	0	0
411	-0.5	0	-0.2	0	0	0
300	0	0	0	0	0	0
